"RPID429","CT PELVIS MSK WO IVCON","CT PELVIS MUSCULOSKELETAL SYSTEM WITHOUT IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the MUSCULOSKELETAL SYSTEM in the PELVIS WITHOUT IV CONTRAST","RID13060|RID10321|RID2507|RID13209|RID28768|0"
"RPID430","CT PELVIS MSK WO & W IVCON","CT PELVIS MUSCULOSKELETAL SYSTEM WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the MUSCULOSKELETAL SYSTEM in the PELVIS WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID2507|RID13209|RID28771|0"
"RPID431","CT PELVIS LE BILAT","CT PELVIS LOWER EXTREMITY BILATERAL","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the BILATERAL PELVIS and LOWER EXTREMITY","RID13060|RID10321|RID2507|RID2638|RID5771|0"
"RPID432","CT CHST DENSITO 3D IMAGE LUNG","CT CHEST DENSITOMETRY 3D IMAGING PROCESSING LUNG","A computed tomography  RADIOLOGY ORDERABLE DENSITOMETRY and 3D IMAGING PROCESSING procedure focused on the LUNG in the CHEST","RID13060|RID10321|RID1243|RID28706|RID36017|RID1301|0"
"RPID433","CT CHST RIBS W IVCON","CT CHEST RIBS WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the RIBS in the CHEST WITH IV CONTRAST","RID13060|RID10321|RID1243|RID28591|RID28769|0"
"RPID434","CT CHST RIBS WO & W IVCON","CT CHEST RIBS WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the RIBS in the CHEST WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID1243|RID28591|RID28771|0"
"RPID435","CT T SPINE MYELOG W IVCON","CT THORACIC SPINE MYELOGRAPHY WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE MYELOGRAPHY procedure focused on the THORACIC SPINE WITH IV CONTRAST","RID13060|RID10321|RID28677|RID10380|RID28769|0"
"RPID436","CT T SPINE L SPINE W IVCON","CT THORACIC SPINE LUMBAR SPINE WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the THORACIC SPINE and LUMBAR SPINE WITH IV CONTRAST","RID13060|RID10321|RID28677|RID34573|RID28769|0"
"RPID437","CT NECK TRACH WO & W IVCON","CT NECK TRACHEA WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the TRACHEA in the NECK WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID7488|RID1247|RID28771|0"
"RPID438","CT CHST LIVER W IVCON","CT CHEST LIVER WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the LIVER in the CHEST WITH IV CONTRAST","RID13060|RID10321|RID1243|RID58|RID28769|0"
"RPID439","CT UE SACR W IVCON","CT UPPER EXTREMITY SACRUM WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the SACRUM in the UPPER EXTREMITY WITH IV CONTRAST","RID13060|RID10321|RID1850|RID2509|RID28769|0"
"RPID440","CT UE SACR WO IVCON","CT UPPER EXTREMITY SACRUM WITHOUT IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the SACRUM in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10321|RID1850|RID2509|RID28768|0"
"RPID441","CT UE SACR WO & W IVCON","CT UPPER EXTREMITY SACRUM WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE imaging procedure focused on the SACRUM in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID1850|RID2509|RID28771|0"
"RPID442","CT ABD PELVIS LE ANGIO BILAT","CT ABDOMEN PELVIS LOWER EXTREMITY ANGIOGRAPHY BILATERAL","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the BILATERAL ABDOMEN and PELVIS and LOWER EXTREMITY","RID13060|RID10321|RID56|RID2507|RID2638|RID10371|RID5771|0"
"RPID443","CT PELVIS LE ANGIO BILAT","CT PELVIS LOWER EXTREMITY ANGIOGRAPHY BILATERAL","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the BILATERAL PELVIS and LOWER EXTREMITY","RID13060|RID10321|RID2507|RID2638|RID10371|RID5771|0"
"RPID444","CT ABD ANGIO KIDNEY","CT ABDOMEN ANGIOGRAPHY KIDNEY","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the KIDNEY in the ABDOMEN","RID13060|RID10321|RID56|RID10371|RID205|0"
"RPID445","CT ABD ANGIO LIVER","CT ABDOMEN ANGIOGRAPHY LIVER","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the LIVER in the ABDOMEN","RID13060|RID10321|RID56|RID10371|RID58|0"
"RPID446","CT C SPINE ANGIO","CT CERVICAL SPINE ANGIOGRAPHY","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the CERVICAL SPINE","RID13060|RID10321|RID34571|RID10371|0"
"RPID447","CT CHST ABD PELVIS LE ANGIO BILAT","CT CHEST ABDOMEN PELVIS LOWER EXTREMITY ANGIOGRAPHY BILATERAL","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the BILATERAL CHEST and ABDOMEN and PELVIS and LOWER EXTREMITY","RID13060|RID10321|RID1243|RID56|RID2507|RID2638|RID10371|RID5771|0"
"RPID448","CT LE ANGIO","CT LOWER EXTREMITY ANGIOGRAPHY","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the LOWER EXTREMITY","RID13060|RID10321|RID2638|RID10371|0"
"RPID449","CT L SPINE ANGIO","CT LUMBAR SPINE ANGIOGRAPHY","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the LUMBAR SPINE","RID13060|RID10321|RID34573|RID10371|0"
"RPID450","CT PELVIS LE ANGIO BILAT WO & W IVCON","CT PELVIS LOWER EXTREMITY ANGIOGRAPHY BILATERAL WITHOUT THEN WITH IV CONTRAST","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the BILATERAL PELVIS and LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10321|RID2507|RID2638|RID10371|RID5771|RID28771|0"
"RPID451","CT T SPINE ANGIO","CT THORACIC SPINE ANGIOGRAPHY","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the THORACIC SPINE","RID13060|RID10321|RID28677|RID10371|0"
"RPID452","CT UE ANGIO","CT UPPER EXTREMITY ANGIOGRAPHY","A computed tomography  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the UPPER EXTREMITY","RID13060|RID10321|RID1850|RID10371|0"
"RPID453","CT CHST VENO","CT CHEST VENOGRAPHY","A computed tomography  RADIOLOGY ORDERABLE VENOGRAPHY procedure focused on the CHEST","RID13060|RID10321|RID1243|RID10379|0"
"RPID454","MR 3D IMAGE","MR 3D IMAGING PROCESSING","A magnetic resonance  RADIOLOGY ORDERABLE 3D IMAGING PROCESSING procedure focused on the","RID13060|RID10312|RID36017|0"
"RPID455","MR UE ANGIO WO & W IVCON","MR UPPER EXTREMITY ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1850|RID10371|RID28771"
"RPID456","MR ABD ANGIO","MR ABDOMEN ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the ABDOMEN","RID13060|RID10312|RID56|RID10371|0"
"RPID457","MR ABD ANGIO WO & W IVCON","MR ABDOMEN ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the ABDOMEN WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID56|RID10371|RID28771"
"RPID458","MR CHST ANGIO","MR CHEST ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the CHEST","RID13060|RID10312|RID1243|RID10371|0"
"RPID459","MR CHST ANGIO WO & W IVCON","MR CHEST ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the CHEST WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1243|RID10371|RID28771"
"RPID460","MR HEAD ANGIO","MR HEAD ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the HEAD","RID13060|RID10312|RID9080|RID10371|0"
"RPID461","MR HEAD ANGIO WO & W IVCON","MR HEAD ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the HEAD WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID9080|RID10371|RID28771"
"RPID462","MR HEAD ANGIO WO IVCON","MR HEAD ANGIOGRAPHY WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the HEAD WITHOUT IV CONTRAST","RID13060|RID10312|RID9080|RID10371|RID28768"
"RPID463","MR LE ANGIO WO & W IVCON","MR LOWER EXTREMITY ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2638|RID10371|RID28771"
"RPID464","MR LE ANGIO","MR LOWER EXTREMITY ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the LOWER EXTREMITY","RID13060|RID10312|RID2638|RID10371|0"
"RPID465","MR NECK ANGIO","MR NECK ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the NECK","RID13060|RID10312|RID7488|RID10371|0"
"RPID466","MR NECK ANGIO WO & W IVCON","MR NECK ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the NECK WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID7488|RID10371|RID28771"
"RPID467","MR NECK ANGIO WO IVCON","MR NECK ANGIOGRAPHY WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the NECK WITHOUT IV CONTRAST","RID13060|RID10312|RID7488|RID10371|RID28768"
"RPID468","MR PELVIS ANGIO","MR PELVIS ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the PELVIS","RID13060|RID10312|RID2507|RID10371|0"
"RPID469","MR PELVIS ANGIO WO & W IVCON","MR PELVIS ANGIOGRAPHY WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the PELVIS WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2507|RID10371|RID28771"
"RPID470","MR SPINE ANGIO","MR SPINE ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the SPINE","RID13060|RID10312|RID7741|RID10371|0"
"RPID471","MR UE ANGIO","MR UPPER EXTREMITY ANGIOGRAPHY","A magnetic resonance  RADIOLOGY ORDERABLE ANGIOGRAPHY procedure focused on the UPPER EXTREMITY","RID13060|RID10312|RID1850|RID10371|0"
"RPID472","MR UE FOREARM WO IVCON","MR UPPER EXTREMITY FOREARM WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FOREARM in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID1850|RID2107|RID28768"
"RPID473","MR ABD WO IVCON","MR ABDOMEN WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ABDOMEN WITHOUT IV CONTRAST","RID13060|RID10312|RID56|RID28768"
"RPID474","MR ABD WO & W IVCON","MR ABDOMEN WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ABDOMEN WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID56|RID28771"
"RPID475","MR ABD W IVCON","MR ABDOMEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ABDOMEN WITH IV CONTRAST","RID13060|RID10312|RID56|RID28769"
"RPID476","MR BONE BN MARROW WO IVCON","MR BONE BONE MARROW WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the BONE MARROW in the BONE WITHOUT IV CONTRAST","RID13060|RID10312|RID13197|RID38594|RID28768"
"RPID477","MR BONE BN MARROW W IVCON","MR BONE BONE MARROW WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the BONE MARROW in the BONE WITH IV CONTRAST","RID13060|RID10312|RID13197|RID38594|RID28769"
"RPID478","MR CHST BRACH PLEX WO IVCON","MR CHEST BRACHIAL PLEXUS WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the BRACHIAL PLEXUS in the CHEST WITHOUT IV CONTRAST","RID13060|RID10312|RID1243|RID7202|RID28768"
"RPID479","MR HEAD BRN WO IVCON","MR HEAD BRAIN WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the BRAIN in the HEAD WITHOUT IV CONTRAST","RID13060|RID10312|RID9080|RID6434|RID28768"
"RPID480","MR HEAD BRN WO & W IVCON","MR HEAD BRAIN WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the BRAIN in the HEAD WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID9080|RID6434|RID28771"
"RPID481","MR HEAD BRN W IVCON","MR HEAD BRAIN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the BRAIN in the HEAD WITH IV CONTRAST","RID13060|RID10312|RID9080|RID6434|RID28769"
"RPID486","MR LE CALF WO IVCON","MR LOWER EXTREMITY CALF WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CALF in the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID38595|RID28768"
"RPID487","MR C SPINE WO & W IVCON","MR CERVICAL SPINE WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CERVICAL SPINE WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID34571|RID28771"
"RPID488","MR C SPINE W IVCON","MR CERVICAL SPINE WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CERVICAL SPINE WITH IV CONTRAST","RID13060|RID10312|RID34571|RID28769"
"RPID489","MR CHST WO IVCON","MR CHEST WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CHEST WITHOUT IV CONTRAST","RID13060|RID10312|RID1243|RID28768"
"RPID490","MR CHST WO & W IVCON","MR CHEST WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CHEST WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1243|RID28771"
"RPID491","MR CHST W IVCON","MR CHEST WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the CHEST WITH IV CONTRAST","RID13060|RID10312|RID1243|RID28769"
"RPID492","MR UE FNGR WO IVCON","MR UPPER EXTREMITY FINGER WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FINGER in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID1850|RID2391|RID28768"
"RPID493","MR LE FOOT WO IVCON","MR LOWER EXTREMITY FOOT WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FOOT in the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID28829|RID28768"
"RPID494","MR UE HAND WO IVCON","MR UPPER EXTREMITY HAND WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HAND in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID1850|RID2318|RID28768"
"RPID495","MR LE W IVCON","MR LOWER EXTREMITY WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the LOWER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID2638|RID28769"
"RPID496","MR LE WO IVCON","MR LOWER EXTREMITY WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID28768"
"RPID497","MR LE ARTHRO JT","MR LOWER EXTREMITY ARTHROGRAPHY JOINT","A magnetic resonance  RADIOLOGY ORDERABLE ARTHROGRAPHY procedure focused on the JOINT in the LOWER EXTREMITY","RID13060|RID10312|RID2638|RID10373|RID6122|0"
"RPID498","MR LE JT WO & W IVCON","MR LOWER EXTREMITY JOINT WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the JOINT in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2638|RID6122|RID28771"
"RPID499","MR LE JT WO IVCON","MR LOWER EXTREMITY JOINT WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the JOINT in the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID6122|RID28768"
"RPID500","MR L SPINE WO & W IVCON","MR LUMBAR SPINE WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the LUMBAR SPINE WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID34573|RID28771"
"RPID501","MR L SPINE W IVCON","MR LUMBAR SPINE WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the LUMBAR SPINE WITH IV CONTRAST","RID13060|RID10312|RID34573|RID28769"
"RPID502","MR CHST MEDIAST WO IVCON","MR CHEST MEDIASTINUM WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the MEDIASTINUM in the CHEST WITHOUT IV CONTRAST","RID13060|RID10312|RID1243|RID1384|RID28768"
"RPID503","MR CHST MEDIAST WO & W IVCON","MR CHEST MEDIASTINUM WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the MEDIASTINUM in the CHEST WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1243|RID1384|RID28771"
"RPID504","MR NECK W IVCON","MR NECK WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the NECK WITH IV CONTRAST","RID13060|RID10312|RID7488|RID28769"
"RPID505","MR HEAD ORBITS W IVCON","MR HEAD ORBITS WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ORBITS in the HEAD WITH IV CONTRAST","RID13060|RID10312|RID9080|RID28601|RID28769"
"RPID506","MR FACE W IVCON","MR FACE WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FACE WITH IV CONTRAST","RID13060|RID10312|RID13284|RID28769"
"RPID507","MR NECK WO IVCON","MR NECK WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the NECK WITHOUT IV CONTRAST","RID13060|RID10312|RID7488|RID28768"
"RPID508","MR HEAD ORBITS WO IVCON","MR HEAD ORBITS WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ORBITS in the HEAD WITHOUT IV CONTRAST","RID13060|RID10312|RID9080|RID28601|RID28768"
"RPID509","MR FACE WO IVCON","MR FACE WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FACE WITHOUT IV CONTRAST","RID13060|RID10312|RID13284|RID28768"
"RPID510","MR NECK WO & W IVCON","MR NECK WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the NECK WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID7488|RID28771"
"RPID511","MR HEAD ORBITS WO & W IVCON","MR HEAD ORBITS WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ORBITS in the HEAD WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID9080|RID28601|RID28771"
"RPID512","MR FACE WO & W IVCON","MR FACE WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the FACE WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID13284|RID28771"
"RPID513","MR LE ANKLE WO IVCON","MR LOWER EXTREMITY ANKLE WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID28545|RID28768"
"RPID514","MR LE ANKLE WO & W IVCON","MR LOWER EXTREMITY ANKLE WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2638|RID28545|RID28771"
"RPID515","MR LE ANKLE W IVCON","MR LOWER EXTREMITY ANKLE WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ANKLE in the LOWER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID2638|RID28545|RID28769"
"RPID516","MR UE ELBOW WO IVCON","MR UPPER EXTREMITY ELBOW WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ELBOW in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID1850|RID2010|RID28768"
"RPID517","MR UE ELBOW WO & W IVCON","MR UPPER EXTREMITY ELBOW WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ELBOW in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1850|RID2010|RID28771"
"RPID518","MR UE ELBOW W IVCON","MR UPPER EXTREMITY ELBOW WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the ELBOW in the UPPER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID1850|RID2010|RID28769"
"RPID519","MR LE HIP WO IVCON","MR LOWER EXTREMITY HIP WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HIP in the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID2639|RID28768"
"RPID520","MR LE HIP WO & W IVCON","MR LOWER EXTREMITY HIP WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HIP in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2638|RID2639|RID28771"
"RPID521","MR LE HIP W IVCON","MR LOWER EXTREMITY HIP WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the HIP in the LOWER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID2638|RID2639|RID28769"
"RPID522","MR LE KNEE WO IVCON","MR LOWER EXTREMITY KNEE WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the KNEE in the LOWER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID2638|RID2743|RID28768"
"RPID523","MR LE KNEE WO & W IVCON","MR LOWER EXTREMITY KNEE WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the KNEE in the LOWER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2638|RID2743|RID28771"
"RPID524","MR LE KNEE W IVCON","MR LOWER EXTREMITY KNEE WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the KNEE in the LOWER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID2638|RID2743|RID28769"
"RPID525","MR UE SHLDER WO IVCON","MR UPPER EXTREMITY SHOULDER WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SHOULDER in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID1850|RID1852|RID28768"
"RPID526","MR UE SHLDER WO & W IVCON","MR UPPER EXTREMITY SHOULDER WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SHOULDER in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1850|RID1852|RID28771"
"RPID527","MR UE SHLDER W IVCON","MR UPPER EXTREMITY SHOULDER WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the SHOULDER in the UPPER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID1850|RID1852|RID28769"
"RPID528","MR UE WRIST WO IVCON","MR UPPER EXTREMITY WRIST WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the WRIST in the UPPER EXTREMITY WITHOUT IV CONTRAST","RID13060|RID10312|RID1850|RID2177|RID28768"
"RPID529","MR UE WRIST WO & W IVCON","MR UPPER EXTREMITY WRIST WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the WRIST in the UPPER EXTREMITY WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID1850|RID2177|RID28771"
"RPID530","MR UE WRIST W IVCON","MR UPPER EXTREMITY WRIST WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the WRIST in the UPPER EXTREMITY WITH IV CONTRAST","RID13060|RID10312|RID1850|RID2177|RID28769"
"RPID531","MR PELVIS WO IVCON","MR PELVIS WITHOUT IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS WITHOUT IV CONTRAST","RID13060|RID10312|RID2507|RID28768"
"RPID532","MR PELVIS REC COIL WO & W IVCON","MR PELVIS RECTAL COIL WITHOUT THEN WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS with a technique of RECTAL COIL WITHOUT THEN WITH IV CONTRAST","RID13060|RID10312|RID2507|RID10809|RID28771"
"RPID533","MR PELVIS REC COIL W IVCON","MR PELVIS RECTAL COIL WITH IV CONTRAST","A magnetic resonance  RADIOLOGY ORDERABLE imaging procedure focused on the PELVIS with a technique of RECTAL COIL WITH IV CONTRAST","RID13060|RID10312|RID2507|RID10809|RID28769"
